,trial_type,response,story_pass,s_or_q,state,qtype,edge,altedge,slider_true_right,objective_pr,edge_count,altedge_count,ex_pr_edge,ex_pr_altedge,resp_objective,resp_ex_pr_edge,resp_ex_pr_altedge,response_right,response_objective_right,response_experienced_right,correct
588,html-slider-response,100.0,36,q,Walktofront,Alter,WalktofrontSayexcuseme,WalktofrontSayexcuseme,True,100.0,6.0,6.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
589,instructions,,36,s,Sayexcuseme,,,,,,326.0,326.0,50.0,50.0,,,,False,False,False,True
590,html-slider-response,0.0,36,q,Sayexcuseme,Default,SayexcusemeShove,SayexcusemeSubjectstares,True,44.0,5.0,4.0,55.55555555555556,44.44444444444444,44.0,55.55555555555556,44.44444444444444,False,True,True,False
591,instructions,,36,s,Shove,,,,,,327.0,327.0,50.0,50.0,,,,False,False,False,True
592,html-slider-response,100.0,36,q,Shove,Permute,ShoveXstare,ShoveXstare,True,100.0,2.0,2.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
593,instructions,,36,s,Xstare,,,,,,328.0,328.0,50.0,50.0,,,,False,False,False,True
594,html-slider-response,100.0,36,q,Xstare,Permute,XstareDessertcrumble,XstareDessertcrumble,True,100.0,9.0,9.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
595,instructions,,36,s,Dessertcrumble,,,,,,329.0,329.0,50.0,50.0,,,,False,False,False,True
596,instructions,,36,s,Baristaorders,,,,,,330.0,330.0,50.0,50.0,,,,False,False,False,True
597,html-slider-response,0.0,36,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,False,70.0,15.0,4.0,78.94736842105263,21.052631578947366,30.0,21.05263157894737,78.94736842105263,False,True,True,False
598,instructions,,36,s,Lovejuice,,,,,,331.0,331.0,50.0,50.0,,,,False,False,False,True
599,html-slider-response,0.0,36,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,18.0,18.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
600,instructions,,36,s,END,,,,,,332.0,332.0,50.0,50.0,,,,False,False,False,True
601,instructions,,37,s,BEGIN,,,,,,333.0,333.0,50.0,50.0,,,,False,False,False,True
602,html-slider-response,100.0,37,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,13.0,19.0,40.625,59.375,40.0,40.625,59.375,True,True,True,True
603,instructions,,37,s,Walktofront,,,,,,334.0,334.0,50.0,50.0,,,,False,False,False,True
604,html-slider-response,100.0,37,q,Walktofront,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,True,50.0,9.0,7.0,56.25,43.75,50.0,56.25,43.75,True,True,True,True
605,instructions,,37,s,Stepinfront,,,,,,335.0,335.0,50.0,50.0,,,,False,False,False,True
606,html-slider-response,100.0,37,q,Stepinfront,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,11.0,11.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
607,instructions,,37,s,Subjectstares,,,,,,336.0,336.0,50.0,50.0,,,,False,False,False,True
608,html-slider-response,0.0,37,q,Subjectstares,Default,SubjectstaresTurntobarista,SubjectstaresXstare,False,85.0,10.0,3.0,76.92307692307693,23.076923076923077,15.0,23.076923076923066,76.92307692307692,False,True,True,False
609,instructions,,37,s,Turntobarista,,,,,,337.0,337.0,50.0,50.0,,,,False,False,False,True
610,html-slider-response,100.0,37,q,Turntobarista,Permute,TurntobaristaCreamsplash,TurntobaristaCreamsplash,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
611,instructions,,37,s,Creamsplash,,,,,,338.0,338.0,50.0,50.0,,,,False,False,False,True
612,html-slider-response,0.0,37,q,Creamsplash,Alter,CreamsplashBaristaorders,CreamsplashBaristaorders,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
613,instructions,,37,s,Baristaorders,,,,,,339.0,339.0,50.0,50.0,,,,False,False,False,True
614,html-slider-response,0.0,37,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,16.0,4.0,80.0,20.0,70.0,80.0,20.0,False,True,True,False
615,instructions,,37,s,Lovejuice,,,,,,340.0,340.0,50.0,50.0,,,,False,False,False,True
616,html-slider-response,0.0,37,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,19.0,19.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
617,instructions,,37,s,END,,,,,,341.0,341.0,50.0,50.0,,,,False,False,False,True
618,instructions,,38,s,BEGIN,,,,,,342.0,342.0,50.0,50.0,,,,False,False,False,True
619,html-slider-response,0.0,38,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,19.0,14.0,57.57575757575758,42.42424242424242,40.0,42.42424242424242,57.57575757575758,False,True,True,False
620,instructions,,38,s,Walktoback,,,,,,343.0,343.0,50.0,50.0,,,,False,False,False,True
621,html-slider-response,100.0,38,q,Walktoback,Default,WalktobackStepinfront,WalktobackSayexcuseme,False,40.0,15.0,2.0,88.23529411764706,11.76470588235294,60.0,11.764705882352942,88.23529411764706,True,True,True,True
622,instructions,,38,s,Stepinfront,,,,,,344.0,344.0,50.0,50.0,,,,False,False,False,True
623,html-slider-response,100.0,38,q,Stepinfront,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,12.0,12.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
624,instructions,,38,s,Subjectstares,,,,,,345.0,345.0,50.0,50.0,,,,False,False,False,True
625,html-slider-response,100.0,38,q,Subjectstares,Alter,SubjectstaresTurntobarista,SubjectstaresTurntobarista,True,100.0,11.0,11.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
626,instructions,,38,s,Turntobarista,,,,,,346.0,346.0,50.0,50.0,,,,False,False,False,True
627,html-slider-response,0.0,38,q,Turntobarista,Permute,TurntobaristaCreamsplash,TurntobaristaCreamsplash,False,100.0,6.0,6.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
628,instructions,,38,s,Creamsplash,,,,,,347.0,347.0,50.0,50.0,,,,False,False,False,True
629,html-slider-response,100.0,38,q,Creamsplash,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,True,90.0,6.0,3.0,66.66666666666666,33.33333333333333,90.0,66.66666666666666,33.33333333333333,True,True,True,True
630,instructions,,38,s,Callpoliceman,,,,,,348.0,348.0,50.0,50.0,,,,False,False,False,True
631,html-slider-response,100.0,38,q,Callpoliceman,Permute,CallpolicemanLovejuice,CallpolicemanLovejuice,True,100.0,3.0,3.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
632,instructions,,38,s,Lovejuice,,,,,,349.0,349.0,50.0,50.0,,,,False,False,False,True
633,html-slider-response,100.0,38,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,True,100.0,20.0,20.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
634,instructions,,38,s,END,,,,,,350.0,350.0,50.0,50.0,,,,False,False,False,True
635,instructions,,39,s,BEGIN,,,,,,351.0,351.0,50.0,50.0,,,,False,False,False,True
636,instructions,,39,s,Walktofront,,,,,,352.0,352.0,50.0,50.0,,,,False,False,False,True
637,html-slider-response,0.0,39,q,Walktofront,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,False,50.0,10.0,7.0,58.82352941176471,41.17647058823529,50.0,41.17647058823529,58.82352941176471,False,True,True,False
638,instructions,,39,s,Stepinfront,,,,,,353.0,353.0,50.0,50.0,,,,False,False,False,True
639,html-slider-response,100.0,39,q,Stepinfront,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,13.0,13.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
640,instructions,,39,s,Subjectstares,,,,,,354.0,354.0,50.0,50.0,,,,False,False,False,True
641,html-slider-response,100.0,39,q,Subjectstares,Permute,SubjectstaresXshove,SubjectstaresXshove,True,100.0,4.0,4.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
642,instructions,,39,s,Xshove,,,,,,355.0,355.0,50.0,50.0,,,,False,False,False,True
643,html-slider-response,100.0,39,q,Xshove,Default,XshoveDessertcrumble,XshoveCreamsplash,False,35.0,10.0,0.0,100.0,0.0,65.0,0.0,100.0,True,True,False,True
644,instructions,,39,s,Dessertcrumble,,,,,,356.0,356.0,50.0,50.0,,,,False,False,False,True
645,html-slider-response,0.0,39,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,18.0,18.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
646,instructions,,39,s,Baristaorders,,,,,,357.0,357.0,50.0,50.0,,,,False,False,False,True
647,html-slider-response,100.0,39,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,False,70.0,17.0,4.0,80.95238095238095,19.047619047619047,30.0,19.04761904761905,80.95238095238095,True,True,True,True
648,instructions,,39,s,Lovejuice,,,,,,358.0,358.0,50.0,50.0,,,,False,False,False,True
649,instructions,,39,s,END,,,,,,359.0,359.0,50.0,50.0,,,,False,False,False,True
650,instructions,,40,s,BEGIN,,,,,,360.0,360.0,50.0,50.0,,,,False,False,False,True
651,html-slider-response,0.0,40,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,20.0,14.0,58.82352941176471,41.17647058823529,40.0,41.17647058823529,58.82352941176471,False,True,True,False
652,instructions,,40,s,Walktoback,,,,,,361.0,361.0,50.0,50.0,,,,False,False,False,True
653,html-slider-response,100.0,40,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,16.0,16.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
654,instructions,,40,s,Stepinfront,,,,,,362.0,362.0,50.0,50.0,,,,False,False,False,True
655,html-slider-response,100.0,40,q,Stepinfront,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,14.0,14.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
656,instructions,,40,s,Subjectstares,,,,,,363.0,363.0,50.0,50.0,,,,False,False,False,True
657,html-slider-response,100.0,40,q,Subjectstares,Default,SubjectstaresXshove,SubjectstaresXstare,True,74.0,5.0,3.0,62.5,37.5,74.0,62.5,37.5,True,True,True,True
658,instructions,,40,s,Xshove,,,,,,364.0,364.0,50.0,50.0,,,,False,False,False,True
659,html-slider-response,100.0,40,q,Xshove,Permute,XshoveDessertcrumble,XshoveDessertcrumble,True,100.0,11.0,11.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
660,instructions,,40,s,Dessertcrumble,,,,,,365.0,365.0,50.0,50.0,,,,False,False,False,True
661,html-slider-response,100.0,40,q,Dessertcrumble,Default,DessertcrumbleBaristaorders,DessertcrumbleCallpoliceman,True,90.0,19.0,7.0,73.07692307692307,26.923076923076923,90.0,73.07692307692307,26.923076923076923,True,True,True,True
662,instructions,,40,s,Baristaorders,,,,,,366.0,366.0,50.0,50.0,,,,False,False,False,True
663,html-slider-response,100.0,40,q,Baristaorders,Permute,BaristaordersLovejuice,BaristaordersLovejuice,True,100.0,18.0,18.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
664,instructions,,40,s,Lovejuice,,,,,,367.0,367.0,50.0,50.0,,,,False,False,False,True
665,html-slider-response,0.0,40,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,21.0,21.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
666,instructions,,40,s,END,,,,,,368.0,368.0,50.0,50.0,,,,False,False,False,True
667,instructions,,41,s,BEGIN,,,,,,369.0,369.0,50.0,50.0,,,,False,False,False,True
668,html-slider-response,0.0,41,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,21.0,14.0,60.0,40.0,40.0,40.0,60.0,False,True,True,False
669,instructions,,41,s,Walktoback,,,,,,370.0,370.0,50.0,50.0,,,,False,False,False,True
670,html-slider-response,100.0,41,q,Walktoback,Default,WalktobackStepinfront,WalktobackSayexcuseme,True,40.0,17.0,2.0,89.47368421052632,10.526315789473683,40.0,89.47368421052632,10.526315789473683,True,True,True,True
671,instructions,,41,s,Stepinfront,,,,,,371.0,371.0,50.0,50.0,,,,False,False,False,True
672,html-slider-response,100.0,41,q,Stepinfront,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,15.0,15.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
673,instructions,,41,s,Subjectstares,,,,,,372.0,372.0,50.0,50.0,,,,False,False,False,True
674,html-slider-response,0.0,41,q,Subjectstares,Default,SubjectstaresXstare,SubjectstaresTurntobarista,True,14.0,3.0,12.0,20.0,80.0,14.0,20.0,80.0,False,True,True,False
675,instructions,,41,s,Xstare,,,,,,373.0,373.0,50.0,50.0,,,,False,False,False,True
676,html-slider-response,0.0,41,q,Xstare,Default,XstareCreamsplash,XstareDessertcrumble,False,50.0,3.0,10.0,23.076923076923077,76.92307692307693,50.0,76.92307692307692,23.076923076923066,False,True,True,False
677,instructions,,41,s,Creamsplash,,,,,,374.0,374.0,50.0,50.0,,,,False,False,False,True
678,html-slider-response,100.0,41,q,Creamsplash,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,False,90.0,7.0,3.0,70.0,30.0,10.0,30.0,70.0,True,True,True,True
679,instructions,,41,s,Callpoliceman,,,,,,375.0,375.0,50.0,50.0,,,,False,False,False,True
680,html-slider-response,0.0,41,q,Callpoliceman,Default,CallpolicemanHatecoffee,CallpolicemanLovejuice,False,70.0,11.0,4.0,73.33333333333333,26.666666666666668,30.0,26.66666666666667,73.33333333333333,False,True,True,False
681,instructions,,41,s,Hatecoffee,,,,,,376.0,376.0,50.0,50.0,,,,False,False,False,True
682,html-slider-response,0.0,41,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,13.0,13.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
683,instructions,,41,s,END,,,,,,377.0,377.0,50.0,50.0,,,,False,False,False,True
684,instructions,,42,s,BEGIN,,,,,,378.0,378.0,50.0,50.0,,,,False,False,False,True
685,html-slider-response,100.0,42,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,14.0,22.0,38.88888888888889,61.111111111111114,40.0,38.88888888888889,61.111111111111114,True,True,True,True
686,instructions,,42,s,Walktofront,,,,,,379.0,379.0,50.0,50.0,,,,False,False,False,True
687,html-slider-response,0.0,42,q,Walktofront,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,True,50.0,11.0,7.0,61.111111111111114,38.88888888888889,50.0,61.111111111111114,38.88888888888889,False,True,True,False
688,instructions,,42,s,Stepinfront,,,,,,380.0,380.0,50.0,50.0,,,,False,False,False,True
689,html-slider-response,0.0,42,q,Stepinfront,Alter,StepinfrontIgnore,StepinfrontIgnore,False,100.0,11.0,11.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
690,instructions,,42,s,Ignore,,,,,,381.0,381.0,50.0,50.0,,,,False,False,False,True
691,instructions,,42,s,Turntobarista,,,,,,382.0,382.0,50.0,50.0,,,,False,False,False,True
692,html-slider-response,100.0,42,q,Turntobarista,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,True,100.0,7.0,7.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
693,instructions,,42,s,Dessertcrumble,,,,,,383.0,383.0,50.0,50.0,,,,False,False,False,True
694,html-slider-response,100.0,42,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,20.0,20.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
695,instructions,,42,s,Baristaorders,,,,,,384.0,384.0,50.0,50.0,,,,False,False,False,True
696,html-slider-response,100.0,42,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,19.0,4.0,82.6086956521739,17.391304347826086,70.0,82.6086956521739,17.391304347826086,True,True,True,True
697,instructions,,42,s,Lovejuice,,,,,,385.0,385.0,50.0,50.0,,,,False,False,False,True
698,html-slider-response,0.0,42,q,Lovejuice,Alter,LovejuiceEND,LovejuiceEND,False,100.0,22.0,22.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
699,instructions,,42,s,END,,,,,,386.0,386.0,50.0,50.0,,,,False,False,False,True
700,instructions,,43,s,BEGIN,,,,,,387.0,387.0,50.0,50.0,,,,False,False,False,True
701,html-slider-response,100.0,43,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,True,60.0,22.0,15.0,59.45945945945946,40.54054054054054,60.0,59.45945945945946,40.54054054054054,True,True,True,True
702,instructions,,43,s,Walktoback,,,,,,388.0,388.0,50.0,50.0,,,,False,False,False,True
703,html-slider-response,100.0,43,q,Walktoback,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,18.0,18.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
704,instructions,,43,s,Stepinfront,,,,,,389.0,389.0,50.0,50.0,,,,False,False,False,True
705,html-slider-response,100.0,43,q,Stepinfront,Default,StepinfrontIgnore,StepinfrontSubjectstares,False,44.0,12.0,16.0,42.857142857142854,57.14285714285714,56.0,57.142857142857146,42.85714285714286,True,True,True,True
706,instructions,,43,s,Ignore,,,,,,390.0,390.0,50.0,50.0,,,,False,False,False,True
707,instructions,,43,s,Xstare,,,,,,391.0,391.0,50.0,50.0,,,,False,False,False,True
708,instructions,,43,s,Dessertcrumble,,,,,,392.0,392.0,50.0,50.0,,,,False,False,False,True
709,html-slider-response,100.0,43,q,Dessertcrumble,Default,DessertcrumbleBaristaorders,DessertcrumbleCallpoliceman,False,90.0,21.0,7.0,75.0,25.0,10.0,25.0,75.0,True,True,True,True
710,instructions,,43,s,Baristaorders,,,,,,393.0,393.0,50.0,50.0,,,,False,False,False,True
711,html-slider-response,100.0,43,q,Baristaorders,Permute,BaristaordersHatecoffee,BaristaordersHatecoffee,True,100.0,4.0,4.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
712,instructions,,43,s,Hatecoffee,,,,,,394.0,394.0,50.0,50.0,,,,False,False,False,True
713,html-slider-response,0.0,43,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,14.0,14.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
714,instructions,,43,s,END,,,,,,395.0,395.0,50.0,50.0,,,,False,False,False,True
715,instructions,,44,s,BEGIN,,,,,,396.0,396.0,50.0,50.0,,,,False,False,False,True
716,html-slider-response,0.0,44,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,15.0,23.0,39.473684210526315,60.526315789473685,40.0,39.473684210526315,60.526315789473685,False,True,True,False
717,instructions,,44,s,Walktofront,,,,,,397.0,397.0,50.0,50.0,,,,False,False,False,True
718,html-slider-response,0.0,44,q,Walktofront,Default,WalktofrontSayexcuseme,WalktofrontStepinfront,False,50.0,7.0,12.0,36.84210526315789,63.1578947368421,50.0,63.15789473684211,36.8421052631579,False,True,True,False
719,instructions,,44,s,Sayexcuseme,,,,,,398.0,398.0,50.0,50.0,,,,False,False,False,True
720,instructions,,44,s,Subjectstares,,,,,,399.0,399.0,50.0,50.0,,,,False,False,False,True
721,html-slider-response,100.0,44,q,Subjectstares,Alter,SubjectstaresTurntobarista,SubjectstaresTurntobarista,True,100.0,12.0,12.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
722,instructions,,44,s,Turntobarista,,,,,,400.0,400.0,50.0,50.0,,,,False,False,False,True
723,html-slider-response,0.0,44,q,Turntobarista,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,False,100.0,8.0,8.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
724,instructions,,44,s,Dessertcrumble,,,,,,401.0,401.0,50.0,50.0,,,,False,False,False,True
725,html-slider-response,100.0,44,q,Dessertcrumble,Default,DessertcrumbleBaristaorders,DessertcrumbleCallpoliceman,True,90.0,22.0,7.0,75.86206896551724,24.137931034482758,90.0,75.86206896551724,24.137931034482758,True,True,True,True
726,instructions,,44,s,Baristaorders,,,,,,402.0,402.0,50.0,50.0,,,,False,False,False,True
727,html-slider-response,100.0,44,q,Baristaorders,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,20.0,5.0,80.0,20.0,70.0,80.0,20.0,True,True,True,True
728,instructions,,44,s,Lovejuice,,,,,,403.0,403.0,50.0,50.0,,,,False,False,False,True
729,instructions,,44,s,END,,,,,,404.0,404.0,50.0,50.0,,,,False,False,False,True
730,instructions,,45,s,BEGIN,,,,,,405.0,405.0,50.0,50.0,,,,False,False,False,True
731,html-slider-response,100.0,45,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,23.0,16.0,58.97435897435898,41.02564102564102,40.0,41.02564102564102,58.97435897435898,True,True,True,True
732,instructions,,45,s,Walktoback,,,,,,406.0,406.0,50.0,50.0,,,,False,False,False,True
733,html-slider-response,100.0,45,q,Walktoback,Default,WalktobackStepinfront,WalktobackSayexcuseme,False,40.0,19.0,2.0,90.47619047619048,9.523809523809524,60.0,9.523809523809518,90.47619047619048,True,True,True,True
734,instructions,,45,s,Stepinfront,,,,,,407.0,407.0,50.0,50.0,,,,False,False,False,True
735,html-slider-response,100.0,45,q,Stepinfront,Default,StepinfrontIgnore,StepinfrontSubjectstares,False,44.0,13.0,16.0,44.827586206896555,55.172413793103445,56.0,55.172413793103445,44.827586206896555,True,True,True,True
736,instructions,,45,s,Ignore,,,,,,408.0,408.0,50.0,50.0,,,,False,False,False,True
737,html-slider-response,0.0,45,q,Ignore,Default,IgnoreXstare,IgnoreTurntobarista,False,66.0,7.0,3.0,70.0,30.0,34.0,30.0,70.0,False,True,True,False
738,instructions,,45,s,Xstare,,,,,,409.0,409.0,50.0,50.0,,,,False,False,False,True
739,html-slider-response,100.0,45,q,Xstare,Permute,XstareDessertcrumble,XstareDessertcrumble,True,100.0,10.0,10.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
740,instructions,,45,s,Dessertcrumble,,,,,,410.0,410.0,50.0,50.0,,,,False,False,False,True
741,html-slider-response,100.0,45,q,Dessertcrumble,Default,DessertcrumbleCallpoliceman,DessertcrumbleBaristaorders,True,10.0,7.0,23.0,23.333333333333332,76.66666666666667,10.0,23.333333333333332,76.66666666666667,True,True,True,True
742,instructions,,45,s,Callpoliceman,,,,,,411.0,411.0,50.0,50.0,,,,False,False,False,True
743,html-slider-response,0.0,45,q,Callpoliceman,Permute,CallpolicemanHatecoffee,CallpolicemanHatecoffee,False,100.0,12.0,12.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
744,instructions,,45,s,Hatecoffee,,,,,,412.0,412.0,50.0,50.0,,,,False,False,False,True
745,html-slider-response,0.0,45,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,15.0,15.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
746,instructions,,45,s,END,,,,,,413.0,413.0,50.0,50.0,,,,False,False,False,True
747,instructions,,46,s,BEGIN,,,,,,414.0,414.0,50.0,50.0,,,,False,False,False,True
748,html-slider-response,0.0,46,q,BEGIN,Default,BEGINWalktofront,BEGINWalktoback,False,40.0,16.0,24.0,40.0,60.0,60.0,60.0,40.0,False,True,True,False
749,instructions,,46,s,Walktofront,,,,,,415.0,415.0,50.0,50.0,,,,False,False,False,True
750,html-slider-response,100.0,46,q,Walktofront,Permute,WalktofrontStepinfront,WalktofrontStepinfront,True,100.0,12.0,12.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
751,instructions,,46,s,Stepinfront,,,,,,416.0,416.0,50.0,50.0,,,,False,False,False,True
752,html-slider-response,100.0,46,q,Stepinfront,Alter,StepinfrontIgnore,StepinfrontIgnore,True,100.0,14.0,14.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
753,instructions,,46,s,Ignore,,,,,,417.0,417.0,50.0,50.0,,,,False,False,False,True
754,instructions,,46,s,Xstare,,,,,,418.0,418.0,50.0,50.0,,,,False,False,False,True
755,html-slider-response,0.0,46,q,Xstare,Default,XstareDessertcrumble,XstareCreamsplash,True,50.0,11.0,4.0,73.33333333333333,26.666666666666668,50.0,73.33333333333333,26.666666666666668,False,True,True,False
756,instructions,,46,s,Dessertcrumble,,,,,,419.0,419.0,50.0,50.0,,,,False,False,False,True
757,html-slider-response,100.0,46,q,Dessertcrumble,Default,DessertcrumbleCallpoliceman,DessertcrumbleBaristaorders,True,10.0,8.0,23.0,25.806451612903224,74.19354838709677,10.0,25.806451612903224,74.19354838709677,True,True,True,True
758,instructions,,46,s,Callpoliceman,,,,,,420.0,420.0,50.0,50.0,,,,False,False,False,True
759,html-slider-response,100.0,46,q,Callpoliceman,Permute,CallpolicemanHatecoffee,CallpolicemanHatecoffee,True,100.0,13.0,13.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
760,instructions,,46,s,Hatecoffee,,,,,,421.0,421.0,50.0,50.0,,,,False,False,False,True
761,html-slider-response,0.0,46,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,16.0,16.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
762,instructions,,46,s,END,,,,,,422.0,422.0,50.0,50.0,,,,False,False,False,True
763,instructions,,47,s,BEGIN,,,,,,423.0,423.0,50.0,50.0,,,,False,False,False,True
764,html-slider-response,100.0,47,q,BEGIN,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,24.0,17.0,58.536585365853654,41.46341463414634,40.0,41.463414634146346,58.53658536585366,True,True,True,True
765,instructions,,47,s,Walktoback,,,,,,424.0,424.0,50.0,50.0,,,,False,False,False,True
766,html-slider-response,0.0,47,q,Walktoback,Default,WalktobackStepinfront,WalktobackSayexcuseme,False,40.0,20.0,2.0,90.9090909090909,9.090909090909092,60.0,9.090909090909093,90.9090909090909,False,True,True,False
767,instructions,,47,s,Stepinfront,,,,,,425.0,425.0,50.0,50.0,,,,False,False,False,True
768,html-slider-response,100.0,47,q,Stepinfront,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,16.0,16.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
769,instructions,,47,s,Subjectstares,,,,,,426.0,426.0,50.0,50.0,,,,False,False,False,True
770,html-slider-response,100.0,47,q,Subjectstares,Alter,SubjectstaresTurntobarista,SubjectstaresTurntobarista,True,100.0,13.0,13.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
771,instructions,,47,s,Turntobarista,,,,,,427.0,427.0,50.0,50.0,,,,False,False,False,True
772,html-slider-response,0.0,47,q,Turntobarista,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,False,100.0,9.0,9.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
773,instructions,,47,s,Dessertcrumble,,,,,,428.0,428.0,50.0,50.0,,,,False,False,False,True
774,html-slider-response,0.0,47,q,Dessertcrumble,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,23.0,23.0,50.0,50.0,0.0,50.0,50.0,False,False,True,True
775,instructions,,47,s,Baristaorders,,,,,,429.0,429.0,50.0,50.0,,,,False,False,False,True
776,html-slider-response,100.0,47,q,Baristaorders,Default,BaristaordersHatecoffee,BaristaordersLovejuice,True,30.0,5.0,21.0,19.230769230769234,80.76923076923077,30.0,19.230769230769234,80.76923076923077,True,True,True,True
777,instructions,,47,s,Hatecoffee,,,,,,430.0,430.0,50.0,50.0,,,,False,False,False,True
778,html-slider-response,100.0,47,q,Hatecoffee,Alter,HatecoffeeEND,HatecoffeeEND,True,100.0,17.0,17.0,50.0,50.0,100.0,50.0,50.0,True,True,True,True
779,instructions,,47,s,END,,,,,,431.0,431.0,50.0,50.0,,,,False,False,False,True
780,instructions,,48,s,BEGIN,,,,,,432.0,432.0,50.0,50.0,,,,False,False,False,True
