trial_index,trial_type,response,story_pass,s_or_q,state,qtype,edge,altedge,slider_true_right,objective_pr,edge_count,altedge_count,ex_pr_edge,ex_pr_altedge,resp_objective,resp_ex_pr_edge,resp_ex_pr_altedge
18,instructions,,1,s,Walktofront,,,,,,10.0,10.0,50.0,50.0,,,
19,html-slider-response,0.0,1,q,,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,False,50.0,0.0,0.0,0.0,0.0,50.0,100.0,100.0
20,instructions,,1,s,Stepinfront,,,,,,11.0,11.0,50.0,50.0,,,
21,html-slider-response,0.0,1,q,,Default,StepinfrontIgnore,StepinfrontSubjectstares,True,44.0,1.0,0.0,100.0,0.0,44.0,100.0,0.0
22,instructions,,1,s,Ignore,,,,,,12.0,12.0,50.0,50.0,,,
23,html-slider-response,0.0,1,q,,Permute,IgnoreXstare,IgnoreXstare,False,100.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0
24,instructions,,1,s,Xstare,,,,,,13.0,13.0,50.0,50.0,,,
25,html-slider-response,0.0,1,q,,Permute,XstareDessertcrumble,XstareDessertcrumble,False,100.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0
26,instructions,,1,s,Dessertcrumble,,,,,,14.0,14.0,50.0,50.0,,,
27,html-slider-response,0.0,1,q,,Default,DessertcrumbleCallpoliceman,DessertcrumbleBaristaorders,False,10.0,1.0,0.0,100.0,0.0,90.0,0.0,100.0
28,instructions,,1,s,Callpoliceman,,,,,,15.0,15.0,50.0,50.0,,,
29,html-slider-response,0.0,1,q,,Default,CallpolicemanHatecoffee,CallpolicemanLovejuice,True,70.0,1.0,0.0,100.0,0.0,70.0,100.0,0.0
30,instructions,,1,s,Hatecoffee,,,,,,16.0,16.0,50.0,50.0,,,
31,html-slider-response,100.0,1,q,,Alter,HatecoffeeEND,HatecoffeeEND,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
32,instructions,,1,s,END,,,,,,17.0,17.0,50.0,50.0,,,
33,instructions,,2,s,BEGIN,,,,,,18.0,18.0,50.0,50.0,,,
34,html-slider-response,0.0,2,q,,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,1.0,1.0,50.0,50.0,40.0,50.0,50.0
35,instructions,,2,s,Walktoback,,,,,,19.0,19.0,50.0,50.0,,,
36,html-slider-response,0.0,2,q,,Permute,WalktobackStepinfront,WalktobackStepinfront,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
37,instructions,,2,s,Stepinfront,,,,,,20.0,20.0,50.0,50.0,,,
38,html-slider-response,100.0,2,q,,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
39,instructions,,2,s,Subjectstares,,,,,,21.0,21.0,50.0,50.0,,,
40,html-slider-response,100.0,2,q,,Default,SubjectstaresTurntobarista,SubjectstaresXshove,False,66.0,0.0,0.0,0.0,0.0,34.0,100.0,100.0
41,instructions,,2,s,Turntobarista,,,,,,22.0,22.0,50.0,50.0,,,
42,html-slider-response,100.0,2,q,,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
43,instructions,,2,s,Dessertcrumble,,,,,,23.0,23.0,50.0,50.0,,,
44,html-slider-response,100.0,2,q,,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
45,instructions,,2,s,Baristaorders,,,,,,24.0,24.0,50.0,50.0,,,
46,html-slider-response,0.0,2,q,,Default,BaristaordersHatecoffee,BaristaordersLovejuice,False,30.0,0.0,0.0,0.0,0.0,70.0,100.0,100.0
47,instructions,,2,s,Hatecoffee,,,,,,25.0,25.0,50.0,50.0,,,
48,html-slider-response,100.0,2,q,,Alter,HatecoffeeEND,HatecoffeeEND,True,100.0,2.0,2.0,50.0,50.0,100.0,50.0,50.0
49,instructions,,2,s,END,,,,,,26.0,26.0,50.0,50.0,,,
50,instructions,,3,s,BEGIN,,,,,,27.0,27.0,50.0,50.0,,,
51,html-slider-response,100.0,3,q,,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,2.0,1.0,66.66666666666666,33.33333333333333,40.0,33.33333333333334,66.66666666666667
52,instructions,,3,s,Walktoback,,,,,,28.0,28.0,50.0,50.0,,,
53,html-slider-response,100.0,3,q,,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
54,instructions,,3,s,Stepinfront,,,,,,29.0,29.0,50.0,50.0,,,
55,html-slider-response,100.0,3,q,,Default,StepinfrontShove,StepinfrontSubjectstares,True,16.0,0.0,1.0,0.0,100.0,16.0,0.0,100.0
56,instructions,,3,s,Shove,,,,,,30.0,30.0,50.0,50.0,,,
57,html-slider-response,0.0,3,q,,Permute,ShoveXshove,ShoveXshove,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
58,instructions,,3,s,Xshove,,,,,,31.0,31.0,50.0,50.0,,,
59,html-slider-response,100.0,3,q,,Permute,XshoveDessertcrumble,XshoveDessertcrumble,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
60,instructions,,3,s,Dessertcrumble,,,,,,32.0,32.0,50.0,50.0,,,
61,html-slider-response,100.0,3,q,,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
62,instructions,,3,s,Baristaorders,,,,,,33.0,33.0,50.0,50.0,,,
63,html-slider-response,100.0,3,q,,Permute,BaristaordersLovejuice,BaristaordersLovejuice,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
64,instructions,,3,s,Lovejuice,,,,,,34.0,34.0,50.0,50.0,,,
65,html-slider-response,100.0,3,q,,Alter,LovejuiceEND,LovejuiceEND,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
66,instructions,,3,s,END,,,,,,35.0,35.0,50.0,50.0,,,
67,instructions,,4,s,BEGIN,,,,,,36.0,36.0,50.0,50.0,,,
68,html-slider-response,100.0,4,q,,Default,BEGINWalktoback,BEGINWalktofront,True,60.0,3.0,1.0,75.0,25.0,60.0,75.0,25.0
69,instructions,,4,s,Walktoback,,,,,,37.0,37.0,50.0,50.0,,,
70,html-slider-response,100.0,4,q,,Alter,WalktobackSayexcuseme,WalktobackSayexcuseme,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
71,instructions,,4,s,Sayexcuseme,,,,,,38.0,38.0,50.0,50.0,,,
72,html-slider-response,100.0,4,q,,Default,SayexcusemeShove,SayexcusemeSubjectstares,False,44.0,0.0,0.0,0.0,0.0,56.0,100.0,100.0
73,instructions,,4,s,Shove,,,,,,39.0,39.0,50.0,50.0,,,
74,html-slider-response,0.0,4,q,,Default,ShoveXshove,ShoveXstare,False,66.0,1.0,0.0,100.0,0.0,34.0,0.0,100.0
75,instructions,,4,s,Xshove,,,,,,40.0,40.0,50.0,50.0,,,
76,html-slider-response,100.0,4,q,,Default,XshoveDessertcrumble,XshoveCreamsplash,True,35.0,1.0,0.0,100.0,0.0,35.0,100.0,0.0
77,instructions,,4,s,Dessertcrumble,,,,,,41.0,41.0,50.0,50.0,,,
78,html-slider-response,0.0,4,q,,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0
79,instructions,,4,s,Baristaorders,,,,,,42.0,42.0,50.0,50.0,,,
80,html-slider-response,100.0,4,q,,Permute,BaristaordersLovejuice,BaristaordersLovejuice,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
81,instructions,,4,s,Lovejuice,,,,,,43.0,43.0,50.0,50.0,,,
82,html-slider-response,100.0,4,q,,Alter,LovejuiceEND,LovejuiceEND,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
83,instructions,,4,s,END,,,,,,44.0,44.0,50.0,50.0,,,
84,instructions,,5,s,BEGIN,,,,,,45.0,45.0,50.0,50.0,,,
85,instructions,,5,s,Walktofront,,,,,,46.0,46.0,50.0,50.0,,,
86,html-slider-response,100.0,5,q,,Alter,WalktofrontSayexcuseme,WalktofrontSayexcuseme,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
87,instructions,,5,s,Sayexcuseme,,,,,,47.0,47.0,50.0,50.0,,,
88,html-slider-response,100.0,5,q,,Default,SayexcusemeSubjectstares,SayexcusemeShove,False,55.0,0.0,1.0,0.0,100.0,45.0,100.0,0.0
89,instructions,,5,s,Subjectstares,,,,,,48.0,48.0,50.0,50.0,,,
90,html-slider-response,100.0,5,q,,Alter,SubjectstaresTurntobarista,SubjectstaresTurntobarista,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
91,instructions,,5,s,Turntobarista,,,,,,49.0,49.0,50.0,50.0,,,
92,html-slider-response,100.0,5,q,,Default,TurntobaristaDessertcrumble,TurntobaristaCreamsplash,True,50.0,1.0,0.0,100.0,0.0,50.0,100.0,0.0
93,instructions,,5,s,Dessertcrumble,,,,,,50.0,50.0,50.0,50.0,,,
94,html-slider-response,0.0,5,q,,Alter,DessertcrumbleCallpoliceman,DessertcrumbleCallpoliceman,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0
95,instructions,,5,s,Callpoliceman,,,,,,51.0,51.0,50.0,50.0,,,
96,html-slider-response,0.0,5,q,,Permute,CallpolicemanHatecoffee,CallpolicemanHatecoffee,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0
97,instructions,,5,s,Hatecoffee,,,,,,52.0,52.0,50.0,50.0,,,
98,instructions,,5,s,END,,,,,,53.0,53.0,50.0,50.0,,,
99,instructions,,6,s,BEGIN,,,,,,54.0,54.0,50.0,50.0,,,
100,html-slider-response,0.0,6,q,,Default,BEGINWalktofront,BEGINWalktoback,False,40.0,1.0,4.0,20.0,80.0,60.0,80.0,20.0
101,instructions,,6,s,Walktofront,,,,,,55.0,55.0,50.0,50.0,,,
102,html-slider-response,100.0,6,q,,Alter,WalktofrontSayexcuseme,WalktofrontSayexcuseme,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
103,instructions,,6,s,Sayexcuseme,,,,,,56.0,56.0,50.0,50.0,,,
104,html-slider-response,0.0,6,q,,Default,SayexcusemeShove,SayexcusemeSubjectstares,True,44.0,1.0,1.0,50.0,50.0,44.0,50.0,50.0
105,instructions,,6,s,Shove,,,,,,57.0,57.0,50.0,50.0,,,
106,html-slider-response,100.0,6,q,,Permute,ShoveXstare,ShoveXstare,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
107,instructions,,6,s,Xstare,,,,,,58.0,58.0,50.0,50.0,,,
108,html-slider-response,100.0,6,q,,Permute,XstareDessertcrumble,XstareDessertcrumble,True,100.0,2.0,2.0,50.0,50.0,100.0,50.0,50.0
109,instructions,,6,s,Dessertcrumble,,,,,,59.0,59.0,50.0,50.0,,,
110,instructions,,6,s,Baristaorders,,,,,,60.0,60.0,50.0,50.0,,,
111,html-slider-response,0.0,6,q,,Default,BaristaordersLovejuice,BaristaordersHatecoffee,False,70.0,2.0,1.0,66.66666666666666,33.33333333333333,30.0,33.33333333333334,66.66666666666667
112,instructions,,6,s,Lovejuice,,,,,,61.0,61.0,50.0,50.0,,,
113,html-slider-response,0.0,6,q,,Alter,LovejuiceEND,LovejuiceEND,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0
114,instructions,,6,s,END,,,,,,62.0,62.0,50.0,50.0,,,
115,instructions,,7,s,BEGIN,,,,,,63.0,63.0,50.0,50.0,,,
116,html-slider-response,100.0,7,q,,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,2.0,4.0,33.33333333333333,66.66666666666666,40.0,33.33333333333333,66.66666666666666
117,instructions,,7,s,Walktofront,,,,,,64.0,64.0,50.0,50.0,,,
118,html-slider-response,100.0,7,q,,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,True,50.0,1.0,2.0,33.33333333333333,66.66666666666666,50.0,33.33333333333333,66.66666666666666
119,instructions,,7,s,Stepinfront,,,,,,65.0,65.0,50.0,50.0,,,
120,html-slider-response,100.0,7,q,,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
121,instructions,,7,s,Subjectstares,,,,,,66.0,66.0,50.0,50.0,,,
122,html-slider-response,0.0,7,q,,Default,SubjectstaresTurntobarista,SubjectstaresXstare,False,85.0,2.0,0.0,100.0,0.0,15.0,0.0,100.0
123,instructions,,7,s,Turntobarista,,,,,,67.0,67.0,50.0,50.0,,,
124,html-slider-response,100.0,7,q,,Permute,TurntobaristaCreamsplash,TurntobaristaCreamsplash,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
125,instructions,,7,s,Creamsplash,,,,,,68.0,68.0,50.0,50.0,,,
126,html-slider-response,0.0,7,q,,Alter,CreamsplashBaristaorders,CreamsplashBaristaorders,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
127,instructions,,7,s,Baristaorders,,,,,,69.0,69.0,50.0,50.0,,,
128,html-slider-response,0.0,7,q,,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,3.0,1.0,75.0,25.0,70.0,75.0,25.0
129,instructions,,7,s,Lovejuice,,,,,,70.0,70.0,50.0,50.0,,,
130,html-slider-response,0.0,7,q,,Alter,LovejuiceEND,LovejuiceEND,False,100.0,3.0,3.0,50.0,50.0,0.0,50.0,50.0
131,instructions,,7,s,END,,,,,,71.0,71.0,50.0,50.0,,,
132,instructions,,8,s,BEGIN,,,,,,72.0,72.0,50.0,50.0,,,
133,html-slider-response,0.0,8,q,,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,4.0,3.0,57.14285714285714,42.857142857142854,40.0,42.85714285714286,57.142857142857146
134,instructions,,8,s,Walktoback,,,,,,73.0,73.0,50.0,50.0,,,
135,html-slider-response,100.0,8,q,,Default,WalktobackStepinfront,WalktobackSayexcuseme,False,40.0,2.0,1.0,66.66666666666666,33.33333333333333,60.0,33.33333333333334,66.66666666666667
136,instructions,,8,s,Stepinfront,,,,,,74.0,74.0,50.0,50.0,,,
137,html-slider-response,100.0,8,q,,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,2.0,2.0,50.0,50.0,100.0,50.0,50.0
138,instructions,,8,s,Subjectstares,,,,,,75.0,75.0,50.0,50.0,,,
139,html-slider-response,100.0,8,q,,Alter,SubjectstaresTurntobarista,SubjectstaresTurntobarista,True,100.0,3.0,3.0,50.0,50.0,100.0,50.0,50.0
140,instructions,,8,s,Turntobarista,,,,,,76.0,76.0,50.0,50.0,,,
141,html-slider-response,0.0,8,q,,Permute,TurntobaristaCreamsplash,TurntobaristaCreamsplash,False,100.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0
142,instructions,,8,s,Creamsplash,,,,,,77.0,77.0,50.0,50.0,,,
143,html-slider-response,100.0,8,q,,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,True,90.0,0.0,1.0,0.0,100.0,90.0,0.0,100.0
144,instructions,,8,s,Callpoliceman,,,,,,78.0,78.0,50.0,50.0,,,
145,html-slider-response,100.0,8,q,,Permute,CallpolicemanLovejuice,CallpolicemanLovejuice,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
146,instructions,,8,s,Lovejuice,,,,,,79.0,79.0,50.0,50.0,,,
147,html-slider-response,100.0,8,q,,Alter,LovejuiceEND,LovejuiceEND,True,100.0,4.0,4.0,50.0,50.0,100.0,50.0,50.0
148,instructions,,8,s,END,,,,,,80.0,80.0,50.0,50.0,,,
149,instructions,,9,s,BEGIN,,,,,,81.0,81.0,50.0,50.0,,,
150,instructions,,9,s,Walktofront,,,,,,82.0,82.0,50.0,50.0,,,
151,html-slider-response,0.0,9,q,,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,False,50.0,2.0,2.0,50.0,50.0,50.0,50.0,50.0
152,instructions,,9,s,Stepinfront,,,,,,83.0,83.0,50.0,50.0,,,
153,html-slider-response,100.0,9,q,,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,3.0,3.0,50.0,50.0,100.0,50.0,50.0
154,instructions,,9,s,Subjectstares,,,,,,84.0,84.0,50.0,50.0,,,
155,html-slider-response,100.0,9,q,,Permute,SubjectstaresXshove,SubjectstaresXshove,True,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
156,instructions,,9,s,Xshove,,,,,,85.0,85.0,50.0,50.0,,,
157,html-slider-response,100.0,9,q,,Default,XshoveDessertcrumble,XshoveCreamsplash,False,35.0,2.0,0.0,100.0,0.0,65.0,0.0,100.0
158,instructions,,9,s,Dessertcrumble,,,,,,86.0,86.0,50.0,50.0,,,
159,html-slider-response,0.0,9,q,,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,False,100.0,3.0,3.0,50.0,50.0,0.0,50.0,50.0
160,instructions,,9,s,Baristaorders,,,,,,87.0,87.0,50.0,50.0,,,
161,html-slider-response,100.0,9,q,,Default,BaristaordersLovejuice,BaristaordersHatecoffee,False,70.0,4.0,1.0,80.0,20.0,30.0,20.0,80.0
162,instructions,,9,s,Lovejuice,,,,,,88.0,88.0,50.0,50.0,,,
163,instructions,,9,s,END,,,,,,89.0,89.0,50.0,50.0,,,
164,instructions,,10,s,BEGIN,,,,,,90.0,90.0,50.0,50.0,,,
165,html-slider-response,0.0,10,q,,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,5.0,3.0,62.5,37.5,40.0,37.5,62.5
166,instructions,,10,s,Walktoback,,,,,,91.0,91.0,50.0,50.0,,,
167,html-slider-response,100.0,10,q,,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,3.0,3.0,50.0,50.0,100.0,50.0,50.0
168,instructions,,10,s,Stepinfront,,,,,,92.0,92.0,50.0,50.0,,,
169,html-slider-response,100.0,10,q,,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,4.0,4.0,50.0,50.0,100.0,50.0,50.0
170,instructions,,10,s,Subjectstares,,,,,,93.0,93.0,50.0,50.0,,,
171,html-slider-response,100.0,10,q,,Default,SubjectstaresXshove,SubjectstaresXstare,True,74.0,1.0,0.0,100.0,0.0,74.0,100.0,0.0
172,instructions,,10,s,Xshove,,,,,,94.0,94.0,50.0,50.0,,,
173,html-slider-response,100.0,10,q,,Permute,XshoveDessertcrumble,XshoveDessertcrumble,True,100.0,3.0,3.0,50.0,50.0,100.0,50.0,50.0
174,instructions,,10,s,Dessertcrumble,,,,,,95.0,95.0,50.0,50.0,,,
175,html-slider-response,100.0,10,q,,Default,DessertcrumbleBaristaorders,DessertcrumbleCallpoliceman,True,90.0,4.0,3.0,57.14285714285714,42.857142857142854,90.0,57.14285714285714,42.857142857142854
176,instructions,,10,s,Baristaorders,,,,,,96.0,96.0,50.0,50.0,,,
177,html-slider-response,100.0,10,q,,Permute,BaristaordersLovejuice,BaristaordersLovejuice,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0
178,instructions,,10,s,Lovejuice,,,,,,97.0,97.0,50.0,50.0,,,
179,html-slider-response,0.0,10,q,,Alter,LovejuiceEND,LovejuiceEND,False,100.0,5.0,5.0,50.0,50.0,0.0,50.0,50.0
180,instructions,,10,s,END,,,,,,98.0,98.0,50.0,50.0,,,
181,instructions,,11,s,BEGIN,,,,,,99.0,99.0,50.0,50.0,,,
182,html-slider-response,0.0,11,q,,Default,BEGINWalktoback,BEGINWalktofront,False,60.0,6.0,3.0,66.66666666666666,33.33333333333333,40.0,33.33333333333334,66.66666666666667
183,instructions,,11,s,Walktoback,,,,,,100.0,100.0,50.0,50.0,,,
184,html-slider-response,100.0,11,q,,Default,WalktobackStepinfront,WalktobackSayexcuseme,True,40.0,4.0,1.0,80.0,20.0,40.0,80.0,20.0
185,instructions,,11,s,Stepinfront,,,,,,101.0,101.0,50.0,50.0,,,
186,html-slider-response,100.0,11,q,,Permute,StepinfrontSubjectstares,StepinfrontSubjectstares,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0
187,instructions,,11,s,Subjectstares,,,,,,102.0,102.0,50.0,50.0,,,
188,html-slider-response,0.0,11,q,,Default,SubjectstaresXstare,SubjectstaresTurntobarista,True,14.0,0.0,4.0,0.0,100.0,14.0,0.0,100.0
189,instructions,,11,s,Xstare,,,,,,103.0,103.0,50.0,50.0,,,
190,html-slider-response,0.0,11,q,,Default,XstareCreamsplash,XstareDessertcrumble,False,50.0,0.0,3.0,0.0,100.0,50.0,100.0,0.0
191,instructions,,11,s,Creamsplash,,,,,,104.0,104.0,50.0,50.0,,,
192,html-slider-response,100.0,11,q,,Default,CreamsplashCallpoliceman,CreamsplashBaristaorders,False,90.0,1.0,1.0,50.0,50.0,10.0,50.0,50.0
193,instructions,,11,s,Callpoliceman,,,,,,105.0,105.0,50.0,50.0,,,
194,html-slider-response,0.0,11,q,,Default,CallpolicemanHatecoffee,CallpolicemanLovejuice,False,70.0,3.0,1.0,75.0,25.0,30.0,25.0,75.0
195,instructions,,11,s,Hatecoffee,,,,,,106.0,106.0,50.0,50.0,,,
196,html-slider-response,0.0,11,q,,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,3.0,3.0,50.0,50.0,0.0,50.0,50.0
197,instructions,,11,s,END,,,,,,107.0,107.0,50.0,50.0,,,
198,instructions,,12,s,BEGIN,,,,,,108.0,108.0,50.0,50.0,,,
199,html-slider-response,100.0,12,q,,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,3.0,7.0,30.0,70.0,40.0,30.0,70.0
200,instructions,,12,s,Walktofront,,,,,,109.0,109.0,50.0,50.0,,,
201,html-slider-response,0.0,12,q,,Default,WalktofrontStepinfront,WalktofrontSayexcuseme,True,50.0,3.0,2.0,60.0,40.0,50.0,60.0,40.0
202,instructions,,12,s,Stepinfront,,,,,,110.0,110.0,50.0,50.0,,,
203,html-slider-response,0.0,12,q,,Alter,StepinfrontIgnore,StepinfrontIgnore,False,100.0,2.0,2.0,50.0,50.0,0.0,50.0,50.0
204,instructions,,12,s,Ignore,,,,,,111.0,111.0,50.0,50.0,,,
205,instructions,,12,s,Turntobarista,,,,,,112.0,112.0,50.0,50.0,,,
206,html-slider-response,100.0,12,q,,Permute,TurntobaristaDessertcrumble,TurntobaristaDessertcrumble,True,100.0,2.0,2.0,50.0,50.0,100.0,50.0,50.0
207,instructions,,12,s,Dessertcrumble,,,,,,113.0,113.0,50.0,50.0,,,
208,html-slider-response,100.0,12,q,,Alter,DessertcrumbleBaristaorders,DessertcrumbleBaristaorders,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0
209,instructions,,12,s,Baristaorders,,,,,,114.0,114.0,50.0,50.0,,,
210,html-slider-response,100.0,12,q,,Default,BaristaordersLovejuice,BaristaordersHatecoffee,True,70.0,6.0,1.0,85.71428571428571,14.285714285714285,70.0,85.71428571428571,14.285714285714285
211,instructions,,12,s,Lovejuice,,,,,,115.0,115.0,50.0,50.0,,,
212,html-slider-response,0.0,12,q,,Alter,LovejuiceEND,LovejuiceEND,False,100.0,6.0,6.0,50.0,50.0,0.0,50.0,50.0
213,instructions,,12,s,END,,,,,,116.0,116.0,50.0,50.0,,,
214,instructions,,13,s,BEGIN,,,,,,117.0,117.0,50.0,50.0,,,
215,html-slider-response,100.0,13,q,,Default,BEGINWalktoback,BEGINWalktofront,True,60.0,7.0,4.0,63.63636363636363,36.36363636363637,60.0,63.63636363636363,36.36363636363637
216,instructions,,13,s,Walktoback,,,,,,118.0,118.0,50.0,50.0,,,
217,html-slider-response,100.0,13,q,,Permute,WalktobackStepinfront,WalktobackStepinfront,True,100.0,5.0,5.0,50.0,50.0,100.0,50.0,50.0
218,instructions,,13,s,Stepinfront,,,,,,119.0,119.0,50.0,50.0,,,
219,html-slider-response,100.0,13,q,,Default,StepinfrontIgnore,StepinfrontSubjectstares,False,44.0,3.0,6.0,33.33333333333333,66.66666666666666,56.0,66.66666666666667,33.33333333333334
220,instructions,,13,s,Ignore,,,,,,120.0,120.0,50.0,50.0,,,
221,instructions,,13,s,Xstare,,,,,,121.0,121.0,50.0,50.0,,,
222,instructions,,13,s,Dessertcrumble,,,,,,122.0,122.0,50.0,50.0,,,
223,html-slider-response,100.0,13,q,,Default,DessertcrumbleBaristaorders,DessertcrumbleCallpoliceman,False,90.0,6.0,3.0,66.66666666666666,33.33333333333333,10.0,33.33333333333334,66.66666666666667
224,instructions,,13,s,Baristaorders,,,,,,123.0,123.0,50.0,50.0,,,
225,html-slider-response,100.0,13,q,,Permute,BaristaordersHatecoffee,BaristaordersHatecoffee,True,100.0,1.0,1.0,50.0,50.0,100.0,50.0,50.0
226,instructions,,13,s,Hatecoffee,,,,,,124.0,124.0,50.0,50.0,,,
227,html-slider-response,0.0,13,q,,Alter,HatecoffeeEND,HatecoffeeEND,False,100.0,4.0,4.0,50.0,50.0,0.0,50.0,50.0
228,instructions,,13,s,END,,,,,,125.0,125.0,50.0,50.0,,,
229,instructions,,14,s,BEGIN,,,,,,126.0,126.0,50.0,50.0,,,
230,html-slider-response,0.0,14,q,,Default,BEGINWalktofront,BEGINWalktoback,True,40.0,4.0,8.0,33.33333333333333,66.66666666666666,40.0,33.33333333333333,66.66666666666666
231,instructions,,14,s,Walktofront,,,,,,127.0,127.0,50.0,50.0,,,
