"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response"
"[{""page_index"":0,""viewing_time"":975}]","975","instructions","32","208063","0.0-32.0",""
"[{""page_index"":0,""viewing_time"":21857}]","21857","instructions","33","230175","0.0-33.0",""
"","5569","html-slider-response","34","235998","0.0-34.0","100"
"[{""page_index"":0,""viewing_time"":2082}]","2082","instructions","35","238334","0.0-35.0",""
"","5113","html-slider-response","36","243702","0.0-36.0","0"
"[{""page_index"":0,""viewing_time"":681}]","681","instructions","37","244638","0.0-37.0",""
"","11677","html-slider-response","38","256570","0.0-38.0","100"
"[{""page_index"":0,""viewing_time"":2888}]","2888","instructions","39","259710","0.0-39.0",""
"","8417","html-slider-response","40","268381","0.0-40.0","100"
"[{""page_index"":0,""viewing_time"":722}]","722","instructions","41","269357","0.0-41.0",""
"","3433","html-slider-response","42","273045","0.0-42.0","0"
"[{""page_index"":0,""viewing_time"":963}]","963","instructions","43","274261","0.0-43.0",""
"","6743","html-slider-response","44","281257","0.0-44.0","0"
"[{""page_index"":0,""viewing_time"":656}]","656","instructions","45","282165","0.0-45.0",""
"","4585","html-slider-response","46","287005","0.0-46.0","0"
"[{""page_index"":0,""viewing_time"":466}]","466","instructions","47","287725","0.0-47.0",""
"","3909","html-slider-response","48","291889","0.0-48.0","0"
"[{""page_index"":0,""viewing_time"":1485}]","1485","instructions","49","293628","0.0-49.0",""
"[{""page_index"":0,""viewing_time"":7466}]","7466","instructions","50","301348","0.0-50.0",""
"","17072","html-slider-response","51","318676","0.0-51.0","0"
"[{""page_index"":0,""viewing_time"":2625}]","2625","instructions","52","321556","0.0-52.0",""
"","5513","html-slider-response","53","327324","0.0-53.0","100"
"[{""page_index"":0,""viewing_time"":412}]","413","instructions","54","327988","0.0-54.0",""
"","11900","html-slider-response","55","340143","0.0-55.0","100"
"[{""page_index"":0,""viewing_time"":591}]","591","instructions","56","340987","0.0-56.0",""
"[{""page_index"":0,""viewing_time"":1154}]","1154","instructions","57","342395","0.0-57.0",""
"","5308","html-slider-response","58","347959","0.0-58.0","100"
"[{""page_index"":0,""viewing_time"":566}]","566","instructions","59","348779","0.0-59.0",""
"","7338","html-slider-response","60","356371","0.0-60.0","100"
"[{""page_index"":0,""viewing_time"":636}]","636","instructions","61","357259","0.0-61.0",""
"","5959","html-slider-response","62","363471","0.0-62.0","100"
"[{""page_index"":0,""viewing_time"":961}]","961","instructions","63","364682","0.0-63.0",""
"","5043","html-slider-response","64","369978","0.0-64.0","100"
"[{""page_index"":0,""viewing_time"":1057}]","1057","instructions","65","371290","0.0-65.0",""
"[{""page_index"":0,""viewing_time"":2261}]","2261","instructions","66","373802","0.0-66.0",""
"","10420","html-slider-response","67","384474","0.0-67.0","0"
"[{""page_index"":0,""viewing_time"":1825}]","1825","instructions","68","386554","0.0-68.0",""
"","11504","html-slider-response","69","398313","0.0-69.0","0"
"[{""page_index"":0,""viewing_time"":801}]","801","instructions","70","399369","0.0-70.0",""
"","5053","html-slider-response","71","404677","0.0-71.0","0"
"[{""page_index"":0,""viewing_time"":414}]","414","instructions","72","405345","0.0-72.0",""
"","3069","html-slider-response","73","408669","0.0-73.0","100"
"[{""page_index"":0,""viewing_time"":911}]","911","instructions","74","409833","0.0-74.0",""
"","7453","html-slider-response","75","417541","0.0-75.0","100"
"[{""page_index"":0,""viewing_time"":2149}]","2149","instructions","76","419945","0.0-76.0",""
"","5989","html-slider-response","77","426189","0.0-77.0","100"
"[{""page_index"":0,""viewing_time"":629}]","629","instructions","78","427073","0.0-78.0",""
"","16622","html-slider-response","79","443948","0.0-79.0","100"
"[{""page_index"":0,""viewing_time"":461}]","461","instructions","80","444664","0.0-80.0",""
"","3339","html-slider-response","81","448256","0.0-81.0","100"
"[{""page_index"":0,""viewing_time"":2531}]","2531","instructions","82","451040","0.0-82.0",""
"[{""page_index"":0,""viewing_time"":26834}]","26834","instructions","83","478127","0.0-83.0",""
"","6933","html-slider-response","84","485315","0.0-84.0","0"
"[{""page_index"":0,""viewing_time"":968}]","968","instructions","85","486535","0.0-85.0",""
"","10805","html-slider-response","86","497595","0.0-86.0","0"
"[{""page_index"":0,""viewing_time"":6918}]","6918","instructions","87","504766","0.0-87.0",""
"","5380","html-slider-response","88","510402","0.0-88.0","0"
"[{""page_index"":0,""viewing_time"":1280}]","1280","instructions","89","511934","0.0-89.0",""
"","6385","html-slider-response","90","518574","0.0-90.0","100"
"[{""page_index"":0,""viewing_time"":19952}]","19952","instructions","91","538781","0.0-91.0",""
"[{""page_index"":0,""viewing_time"":12730}]","12730","instructions","92","551765","0.0-92.0",""
"[{""page_index"":0,""viewing_time"":9906}]","9906","instructions","93","561924","0.0-93.0",""
"","3882","html-slider-response","94","566061","0.0-94.0","100"
"[{""page_index"":0,""viewing_time"":1485}]","1485","instructions","95","567796","0.0-95.0",""
"","8521","html-slider-response","96","576572","0.0-96.0","0"
"[{""page_index"":0,""viewing_time"":1242}]","1242","instructions","97","578068","0.0-97.0",""
"[{""page_index"":0,""viewing_time"":10755}]","10755","instructions","98","589076","0.0-98.0",""
"","5331","html-slider-response","99","594660","0.0-99.0","100"
"[{""page_index"":0,""viewing_time"":3848}]","3848","instructions","100","598763","0.0-100.0",""
"[{""page_index"":0,""viewing_time"":5929}]","5929","instructions","101","604947","0.0-101.0",""
"","6873","html-slider-response","102","612075","0.0-102.0","100"
"[{""page_index"":0,""viewing_time"":5273}]","5273","instructions","103","617603","0.0-103.0",""
"","8306","html-slider-response","104","626163","0.0-104.0","0"
"[{""page_index"":0,""viewing_time"":4457}]","4457","instructions","105","630874","0.0-105.0",""
"[{""page_index"":0,""viewing_time"":7619}]","7619","instructions","106","638746","0.0-106.0",""
"[{""page_index"":0,""viewing_time"":14690}]","14690","instructions","107","653690","0.0-107.0",""
"","4251","html-slider-response","108","658198","0.0-108.0","0"
"[{""page_index"":0,""viewing_time"":11263}]","11263","instructions","109","669714","0.0-109.0",""
"","4168","html-slider-response","110","674137","0.0-110.0","1"
"[{""page_index"":0,""viewing_time"":4201}]","4201","instructions","111","678593","0.0-111.0",""
"[{""page_index"":0,""viewing_time"":37650}]","37650","instructions","112","716496","0.0-112.0",""
"","19548","html-slider-response","113","736299","0.0-113.0","100"
"[{""page_index"":0,""viewing_time"":4477}]","4477","instructions","114","741031","0.0-114.0",""
"","3203","html-slider-response","115","744487","0.0-115.0","0"
"[{""page_index"":0,""viewing_time"":23034}]","23034","instructions","116","767774","0.0-116.0",""
"[{""page_index"":0,""viewing_time"":6746}]","6746","instructions","117","774774","0.0-117.0",""
"","18627","html-slider-response","118","793654","0.0-118.0","100"
"[{""page_index"":0,""viewing_time"":4667}]","4667","instructions","119","798574","0.0-119.0",""
"","3240","html-slider-response","120","802070","0.0-120.0","0"
"[{""page_index"":0,""viewing_time"":6810}]","6810","instructions","121","809133","0.0-121.0",""
"","5483","html-slider-response","122","814869","0.0-122.0","0"
"[{""page_index"":0,""viewing_time"":762}]","762","instructions","123","815885","0.0-123.0",""
"","5626","html-slider-response","124","821765","0.0-124.0","100"
"[{""page_index"":0,""viewing_time"":1091}]","1091","instructions","125","823109","0.0-125.0",""
"","5678","html-slider-response","126","829041","0.0-126.0","0"
"[{""page_index"":0,""viewing_time"":648}]","648","instructions","127","829941","0.0-127.0",""
"[{""page_index"":0,""viewing_time"":16360}]","16360","instructions","128","846556","0.0-128.0",""
"","4812","html-slider-response","129","851624","0.0-129.0","0"
"[{""page_index"":0,""viewing_time"":4173}]","4173","instructions","130","856052","0.0-130.0",""
"","5618","html-slider-response","131","861924","0.0-131.0","0"
"[{""page_index"":0,""viewing_time"":24754}]","24754","instructions","132","886931","0.0-132.0",""
"","3473","html-slider-response","133","890659","0.0-133.0","0"
"[{""page_index"":0,""viewing_time"":7618}]","7618","instructions","134","898531","0.0-134.0",""
"","3852","html-slider-response","135","902639","0.0-135.0","0"
"[{""page_index"":0,""viewing_time"":7159}]","7159","instructions","136","910050","0.0-136.0",""
"","3915","html-slider-response","137","914218","0.0-137.0","100"
"[{""page_index"":0,""viewing_time"":1569}]","1569","instructions","138","916042","0.0-138.0",""
"","8318","html-slider-response","139","924614","0.0-139.0","100"
"[{""page_index"":0,""viewing_time"":9117}]","9118","instructions","140","933986","0.0-140.0",""
"","4115","html-slider-response","141","938354","0.0-141.0","0"
"[{""page_index"":0,""viewing_time"":985}]","985","instructions","142","939593","0.0-142.0",""
"","3205","html-slider-response","143","943054","0.0-143.0","100"
"[{""page_index"":0,""viewing_time"":1785}]","1785","instructions","144","945089","0.0-144.0",""
"[{""page_index"":0,""viewing_time"":20177}]","20177","instructions","145","965521","0.0-145.0",""
"","6933","html-slider-response","146","972705","0.0-146.0","100"
"[{""page_index"":0,""viewing_time"":6481}]","6481","instructions","147","979440","0.0-147.0",""
"","5190","html-slider-response","148","984884","0.0-148.0","0"
"[{""page_index"":0,""viewing_time"":29318}]","29318","instructions","149","1014455","0.0-149.0",""
"","3039","html-slider-response","150","1017747","0.0-150.0","0"
"[{""page_index"":0,""viewing_time"":7653}]","7653","instructions","151","1025655","0.0-151.0",""
"","4154","html-slider-response","152","1030063","0.0-152.0","0"
"[{""page_index"":0,""viewing_time"":5202}]","5202","instructions","153","1035519","0.0-153.0",""
"","3092","html-slider-response","154","1038867","0.0-154.0","100"
"[{""page_index"":0,""viewing_time"":767}]","767","instructions","155","1039887","0.0-155.0",""
"","5417","html-slider-response","156","1045559","0.0-156.0","100"
"[{""page_index"":0,""viewing_time"":531}]","531","instructions","157","1046342","0.0-157.0",""
"","4809","html-slider-response","158","1051406","0.0-158.0","0"
"[{""page_index"":0,""viewing_time"":6793}]","6793","instructions","159","1058454","0.0-159.0",""
"","4035","html-slider-response","160","1062742","0.0-160.0","0"
"[{""page_index"":0,""viewing_time"":1194}]","1194","instructions","161","1064190","0.0-161.0",""
"[{""page_index"":0,""viewing_time"":10089}]","10089","instructions","162","1074533","0.0-162.0",""
"","4402","html-slider-response","163","1079189","0.0-163.0","0"
"[{""page_index"":0,""viewing_time"":4681}]","4681","instructions","164","1084125","0.0-164.0",""
"","5176","html-slider-response","165","1089557","0.0-165.0","100"
"[{""page_index"":0,""viewing_time"":10444}]","10444","instructions","166","1100253","0.0-166.0",""
"","4454","html-slider-response","167","1104961","0.0-167.0","0"
"[{""page_index"":0,""viewing_time"":11511}]","11511","instructions","168","1116724","0.0-168.0",""
"","26658","html-slider-response","169","1143635","0.0-169.0","100"
"[{""page_index"":0,""viewing_time"":9410}]","9410","instructions","170","1153299","0.0-170.0",""
"","4006","html-slider-response","171","1157559","0.0-171.0","100"
"[{""page_index"":0,""viewing_time"":9301}]","9301","instructions","172","1167115","0.0-172.0",""
"","3820","html-slider-response","173","1171191","0.0-173.0","99"
"[{""page_index"":0,""viewing_time"":10124}]","10124","instructions","174","1181570","0.0-174.0",""
"","3667","html-slider-response","175","1185490","0.0-175.0","0"
"[{""page_index"":0,""viewing_time"":3698}]","3698","instructions","176","1189442","0.0-176.0",""
"[{""page_index"":0,""viewing_time"":2561}]","2561","instructions","177","1192258","0.0-177.0",""
"[{""page_index"":0,""viewing_time"":19857}]","19857","instructions","178","1212369","0.0-178.0",""
"","8273","html-slider-response","179","1220897","0.0-179.0","0"
"[{""page_index"":0,""viewing_time"":6995}]","6995","instructions","180","1228145","0.0-180.0",""
"","4302","html-slider-response","181","1232701","0.0-181.0","100"
"[{""page_index"":0,""viewing_time"":26013}]","26013","instructions","182","1258968","0.0-182.0",""
"","6193","html-slider-response","183","1265416","0.0-183.0","0"
"[{""page_index"":0,""viewing_time"":13104}]","13104","instructions","184","1278775","0.0-184.0",""
"","8554","html-slider-response","185","1287583","0.0-185.0","100"
"[{""page_index"":0,""viewing_time"":11523}]","11523","instructions","186","1299359","0.0-186.0",""
"","3375","html-slider-response","187","1302988","0.0-187.0","100"
"[{""page_index"":0,""viewing_time"":25451}]","25451","instructions","188","1328694","0.0-188.0",""
"","5425","html-slider-response","189","1334374","0.0-189.0","100"
"[{""page_index"":0,""viewing_time"":6659}]","6660","instructions","190","1341286","0.0-190.0",""
"","3054","html-slider-response","191","1344594","0.0-191.0","0"
"[{""page_index"":0,""viewing_time"":926}]","926","instructions","192","1345773","0.0-192.0",""
"","3368","html-slider-response","193","1349393","0.0-193.0","100"
"[{""page_index"":0,""viewing_time"":3936}]","3936","instructions","194","1353581","0.0-194.0",""
"[{""page_index"":0,""viewing_time"":60976}]","60976","instructions","195","1414811","0.0-195.0",""
"[{""page_index"":0,""viewing_time"":10746}]","10746","instructions","196","1425811","0.0-196.0",""
"","3717","html-slider-response","197","1429783","0.0-197.0","100"
"[{""page_index"":0,""viewing_time"":22742}]","22742","instructions","198","1452778","0.0-198.0",""
"","4739","html-slider-response","199","1457770","0.0-199.0","100"
"[{""page_index"":0,""viewing_time"":8449}]","8449","instructions","200","1466474","0.0-200.0",""
"","6937","html-slider-response","201","1473666","0.0-201.0","0"
"[{""page_index"":0,""viewing_time"":17699}]","17699","instructions","202","1491617","0.0-202.0",""
"","3395","html-slider-response","203","1495265","0.0-203.0","100"
"[{""page_index"":0,""viewing_time"":18520}]","18520","instructions","204","1514041","0.0-204.0",""
"","3120","html-slider-response","205","1517417","0.0-205.0","0"
"[{""page_index"":0,""viewing_time"":57560}]","57560","instructions","206","1575231","0.0-206.0",""
"","3604","html-slider-response","207","1579091","0.0-207.0","0"
"[{""page_index"":0,""viewing_time"":6773}]","6773","instructions","208","1586118","0.0-208.0",""
"","6916","html-slider-response","209","1593290","0.0-209.0","100"
"[{""page_index"":0,""viewing_time"":35748}]","35748","instructions","210","1629293","0.0-210.0",""
"[{""page_index"":0,""viewing_time"":555033}]","555033","instructions","211","2184581","0.0-211.0",""
"","9937","html-slider-response","212","2194773","0.0-212.0","0"
"[{""page_index"":0,""viewing_time"":11753}]","11753","instructions","213","2206780","0.0-213.0",""
"","8485","html-slider-response","214","2215520","0.0-214.0","0"
"[{""page_index"":0,""viewing_time"":19150}]","19150","instructions","215","2234923","0.0-215.0",""
"","8869","html-slider-response","216","2244047","0.0-216.0","0"
"[{""page_index"":0,""viewing_time"":13461}]","13461","instructions","217","2257762","0.0-217.0",""
"","6246","html-slider-response","218","2264262","0.0-218.0","100"
"[{""page_index"":0,""viewing_time"":15302}]","15302","instructions","219","2279818","0.0-219.0",""
"","4043","html-slider-response","220","2284114","0.0-220.0","0"
"[{""page_index"":0,""viewing_time"":9913}]","9913","instructions","221","2294281","0.0-221.0",""
"","3744","html-slider-response","222","2298282","0.0-222.0","100"
"[{""page_index"":0,""viewing_time"":9625}]","9625","instructions","223","2308161","0.0-223.0",""
"","3268","html-slider-response","224","2311685","0.0-224.0","0"
"[{""page_index"":0,""viewing_time"":13533}]","13533","instructions","225","2325473","0.0-225.0",""
"[{""page_index"":0,""viewing_time"":38295}]","38295","instructions","226","2364023","0.0-226.0",""
"[{""page_index"":0,""viewing_time"":43648}]","43648","instructions","227","2407926","0.0-227.0",""
"[{""page_index"":0,""viewing_time"":8625}]","8625","instructions","228","2416806","0.0-228.0",""
"","4295","html-slider-response","229","2421354","0.0-229.0","0"
"[{""page_index"":0,""viewing_time"":7309}]","7309","instructions","230","2428917","0.0-230.0",""
"","6554","html-slider-response","231","2435725","0.0-231.0","0"
"[{""page_index"":0,""viewing_time"":10339}]","10339","instructions","232","2446317","0.0-232.0",""
"","3614","html-slider-response","233","2450185","0.0-233.0","100"
"[{""page_index"":0,""viewing_time"":8525}]","8525","instructions","234","2458964","0.0-234.0",""
"","2991","html-slider-response","235","2462209","0.0-235.0","100"
"[{""page_index"":0,""viewing_time"":12759}]","12759","instructions","236","2475220","0.0-236.0",""
"","3091","html-slider-response","237","2478564","0.0-237.0","100"
"[{""page_index"":0,""viewing_time"":8436}]","8436","instructions","238","2487252","0.0-238.0",""
"","3322","html-slider-response","239","2490827","0.0-239.0","0"
"[{""page_index"":0,""viewing_time"":835}]","835","instructions","240","2491915","0.0-240.0",""
"","3362","html-slider-response","241","2495532","0.0-241.0","100"
"[{""page_index"":0,""viewing_time"":27260}]","27260","instructions","242","2523042","0.0-242.0",""
