"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response"
"[{""page_index"":0,""viewing_time"":1507}]","1507","instructions","28","132257","0.0-28.0",""
"","6515","html-slider-response","29","139025","0.0-29.0","100"
"[{""page_index"":0,""viewing_time"":1601}]","1601","instructions","30","140881","0.0-30.0",""
"","2591","html-slider-response","31","143725","0.0-31.0","0"
"[{""page_index"":0,""viewing_time"":3103}]","3103","instructions","32","147080","0.0-32.0",""
"[{""page_index"":0,""viewing_time"":4825}]","4825","instructions","33","152160","0.0-33.0",""
"","3010","html-slider-response","34","155424","0.0-34.0","100"
"[{""page_index"":0,""viewing_time"":10825}]","10825","instructions","35","166504","0.0-35.0",""
"","2531","html-slider-response","36","169288","0.0-36.0","0"
"[{""page_index"":0,""viewing_time"":8704}]","8704","instructions","37","178247","0.0-37.0",""
"","3550","html-slider-response","38","182051","0.0-38.0","100"
"[{""page_index"":0,""viewing_time"":2151}]","2151","instructions","39","184456","0.0-39.0",""
"","3543","html-slider-response","40","188251","0.0-40.0","100"
"[{""page_index"":0,""viewing_time"":2783}]","2783","instructions","41","191287","0.0-41.0",""
"","2828","html-slider-response","42","194367","0.0-42.0","0"
"[{""page_index"":0,""viewing_time"":11761}]","11762","instructions","43","206383","0.0-43.0",""
"","5611","html-slider-response","44","212247","0.0-44.0","0"
"[{""page_index"":0,""viewing_time"":788}]","788","instructions","45","213286","0.0-45.0",""
"","2884","html-slider-response","46","216426","0.0-46.0","100"
"[{""page_index"":0,""viewing_time"":1509}]","1509","instructions","47","218190","0.0-47.0",""
"","3166","html-slider-response","48","221610","0.0-48.0","100"
"[{""page_index"":0,""viewing_time"":726}]","726","instructions","49","222590","0.0-49.0",""
"[{""page_index"":0,""viewing_time"":4041}]","4041","instructions","50","226886","0.0-50.0",""
"","4082","html-slider-response","51","231222","0.0-51.0","100"
"[{""page_index"":0,""viewing_time"":3426}]","3427","instructions","52","234902","0.0-52.0",""
"","5119","html-slider-response","53","240274","0.0-53.0","0"
"[{""page_index"":0,""viewing_time"":6884}]","6884","instructions","54","247413","0.0-54.0",""
"","3192","html-slider-response","55","250861","0.0-55.0","100"
"[{""page_index"":0,""viewing_time"":1466}]","1466","instructions","56","252581","0.0-56.0",""
"","9152","html-slider-response","57","261985","0.0-57.0","0"
"[{""page_index"":0,""viewing_time"":3678}]","3678","instructions","58","265917","0.0-58.0",""
"","2893","html-slider-response","59","269065","0.0-59.0","100"
"[{""page_index"":0,""viewing_time"":1076}]","1077","instructions","60","270397","0.0-60.0",""
"","3221","html-slider-response","61","273873","0.0-61.0","0"
"[{""page_index"":0,""viewing_time"":4878}]","4878","instructions","62","279006","0.0-62.0",""
"[{""page_index"":0,""viewing_time"":1650}]","1650","instructions","63","280908","0.0-63.0",""
"","3345","html-slider-response","64","284508","0.0-64.0","100"
"[{""page_index"":0,""viewing_time"":652}]","652","instructions","65","285412","0.0-65.0",""
"[{""page_index"":0,""viewing_time"":2179}]","2179","instructions","66","287844","0.0-66.0",""
"","4448","html-slider-response","67","292544","0.0-67.0","0"
"[{""page_index"":0,""viewing_time"":1109}]","1109","instructions","68","293908","0.0-68.0",""
"","4888","html-slider-response","69","299052","0.0-69.0","0"
"[{""page_index"":0,""viewing_time"":7497}]","7498","instructions","70","306804","0.0-70.0",""
"","4825","html-slider-response","71","311884","0.0-71.0","100"
"[{""page_index"":0,""viewing_time"":2776}]","2776","instructions","72","314915","0.0-72.0",""
"","2909","html-slider-response","73","318079","0.0-73.0","100"
"[{""page_index"":0,""viewing_time"":10440}]","10440","instructions","74","328773","0.0-74.0",""
"","2960","html-slider-response","75","331987","0.0-75.0","0"
"[{""page_index"":0,""viewing_time"":2890}]","2890","instructions","76","335131","0.0-76.0",""
"","3974","html-slider-response","77","339360","0.0-77.0","100"
"[{""page_index"":0,""viewing_time"":2190}]","2190","instructions","78","341802","0.0-78.0",""
"","4506","html-slider-response","79","346562","0.0-79.0","0"
"[{""page_index"":0,""viewing_time"":907}]","907","instructions","80","347722","0.0-80.0",""
"","4217","html-slider-response","81","352194","0.0-81.0","100"
"[{""page_index"":0,""viewing_time"":2106}]","2106","instructions","82","354554","0.0-82.0",""
"[{""page_index"":0,""viewing_time"":6188}]","6188","instructions","83","360994","0.0-83.0",""
"","3309","html-slider-response","84","364558","0.0-84.0","0"
"[{""page_index"":0,""viewing_time"":5532}]","5533","instructions","85","370346","0.0-85.0",""
"","3186","html-slider-response","86","373786","0.0-86.0","0"
"[{""page_index"":0,""viewing_time"":1633}]","1633","instructions","87","375673","0.0-87.0",""
"","4292","html-slider-response","88","380221","0.0-88.0","0"
"[{""page_index"":0,""viewing_time"":5272}]","5272","instructions","89","385747","0.0-89.0",""
"[{""page_index"":0,""viewing_time"":6857}]","6857","instructions","90","392857","0.0-90.0",""
"","3029","html-slider-response","91","396141","0.0-91.0","100"
"[{""page_index"":0,""viewing_time"":6149}]","6149","instructions","92","402544","0.0-92.0",""
"","3129","html-slider-response","93","405928","0.0-93.0","0"
"[{""page_index"":0,""viewing_time"":7027}]","7027","instructions","94","413209","0.0-94.0",""
"","3060","html-slider-response","95","416524","0.0-95.0","100"
"[{""page_index"":0,""viewing_time"":2534}]","2534","instructions","96","419312","0.0-96.0",""
"","3414","html-slider-response","97","422980","0.0-97.0","100"
"[{""page_index"":0,""viewing_time"":1918}]","1918","instructions","98","425152","0.0-98.0",""
"[{""page_index"":0,""viewing_time"":4001}]","4001","instructions","99","429408","0.0-99.0",""
"","5405","html-slider-response","100","435068","0.0-100.0","0"
"[{""page_index"":0,""viewing_time"":1468}]","1468","instructions","101","436792","0.0-101.0",""
"[{""page_index"":0,""viewing_time"":10440}]","10440","instructions","102","447487","0.0-102.0",""
"","4002","html-slider-response","103","451743","0.0-103.0","100"
"[{""page_index"":0,""viewing_time"":4314}]","4314","instructions","104","456311","0.0-104.0",""
"","4606","html-slider-response","105","461171","0.0-105.0","0"
"[{""page_index"":0,""viewing_time"":984}]","984","instructions","106","462407","0.0-106.0",""
"","3080","html-slider-response","107","465739","0.0-107.0","100"
"[{""page_index"":0,""viewing_time"":6306}]","6306","instructions","108","472303","0.0-108.0",""
"","4456","html-slider-response","109","477014","0.0-109.0","100"
"[{""page_index"":0,""viewing_time"":1483}]","1483","instructions","110","478750","0.0-110.0",""
"","6763","html-slider-response","111","485766","0.0-111.0","0"
"[{""page_index"":0,""viewing_time"":8636}]","8636","instructions","112","494654","0.0-112.0",""
"[{""page_index"":0,""viewing_time"":1633}]","1633","instructions","113","496542","0.0-113.0",""
"[{""page_index"":0,""viewing_time"":1600}]","1601","instructions","114","498398","0.0-114.0",""
"","3920","html-slider-response","115","502574","0.0-115.0","100"
"[{""page_index"":0,""viewing_time"":7242}]","7242","instructions","116","510069","0.0-116.0",""
"","3001","html-slider-response","117","513325","0.0-117.0","100"
"[{""page_index"":0,""viewing_time"":13097}]","13097","instructions","118","526677","0.0-118.0",""
"","3037","html-slider-response","119","529969","0.0-119.0","100"
"[{""page_index"":0,""viewing_time"":14191}]","14191","instructions","120","544412","0.0-120.0",""
"[{""page_index"":0,""viewing_time"":4302}]","4302","instructions","121","548966","0.0-121.0",""
"","3027","html-slider-response","122","552244","0.0-122.0","100"
"[{""page_index"":0,""viewing_time"":2468}]","2468","instructions","123","554964","0.0-123.0",""
"","3046","html-slider-response","124","558264","0.0-124.0","0"
"[{""page_index"":0,""viewing_time"":1089}]","1089","instructions","125","559604","0.0-125.0",""
"[{""page_index"":0,""viewing_time"":1388}]","1388","instructions","126","561243","0.0-126.0",""
"","3317","html-slider-response","127","564816","0.0-127.0","100"
"[{""page_index"":0,""viewing_time"":1057}]","1058","instructions","128","566124","0.0-128.0",""
"[{""page_index"":0,""viewing_time"":4499}]","4499","instructions","129","570875","0.0-129.0",""
"","3877","html-slider-response","130","575007","0.0-130.0","100"
"[{""page_index"":0,""viewing_time"":9321}]","9321","instructions","131","584580","0.0-131.0",""
"","4722","html-slider-response","132","589555","0.0-132.0","100"
"[{""page_index"":0,""viewing_time"":946}]","946","instructions","133","590755","0.0-133.0",""
"[{""page_index"":0,""viewing_time"":5378}]","5379","instructions","134","596387","0.0-134.0",""
"","2965","html-slider-response","135","599605","0.0-135.0","0"
"[{""page_index"":0,""viewing_time"":3771}]","3771","instructions","136","603626","0.0-136.0",""
"","3068","html-slider-response","137","606950","0.0-137.0","0"
"[{""page_index"":0,""viewing_time"":6990}]","6990","instructions","138","614194","0.0-138.0",""
"","3004","html-slider-response","139","617450","0.0-139.0","0"
"[{""page_index"":0,""viewing_time"":3002}]","3002","instructions","140","620707","0.0-140.0",""
"","3845","html-slider-response","141","624806","0.0-141.0","100"
"[{""page_index"":0,""viewing_time"":495}]","496","instructions","142","625554","0.0-142.0",""
"","2885","html-slider-response","143","628694","0.0-143.0","0"
"[{""page_index"":0,""viewing_time"":1325}]","1325","instructions","144","630273","0.0-144.0",""
"[{""page_index"":0,""viewing_time"":7488}]","7488","instructions","145","638017","0.0-145.0",""
"","5566","html-slider-response","146","643837","0.0-146.0","100"
"[{""page_index"":0,""viewing_time"":4701}]","4701","instructions","147","648793","0.0-147.0",""
"","2658","html-slider-response","148","651705","0.0-148.0","0"
"[{""page_index"":0,""viewing_time"":2977}]","2977","instructions","149","654937","0.0-149.0",""
"","2601","html-slider-response","150","657793","0.0-150.0","0"
"[{""page_index"":0,""viewing_time"":884}]","884","instructions","151","658929","0.0-151.0",""
"","4348","html-slider-response","152","663529","0.0-152.0","100"
"[{""page_index"":0,""viewing_time"":6225}]","6225","instructions","153","670008","0.0-153.0",""
"","2522","html-slider-response","154","672784","0.0-154.0","0"
"[{""page_index"":0,""viewing_time"":6776}]","6776","instructions","155","679816","0.0-155.0",""
"","2682","html-slider-response","156","682752","0.0-156.0","0"
"[{""page_index"":0,""viewing_time"":761}]","761","instructions","157","683768","0.0-157.0",""
"","3993","html-slider-response","158","688016","0.0-158.0","100"
"[{""page_index"":0,""viewing_time"":2201}]","2201","instructions","159","690472","0.0-159.0",""
"","3585","html-slider-response","160","694312","0.0-160.0","0"
"[{""page_index"":0,""viewing_time"":1906}]","1906","instructions","161","696472","0.0-161.0",""
"[{""page_index"":0,""viewing_time"":2797}]","2797","instructions","162","699528","0.0-162.0",""
"","5207","html-slider-response","163","704987","0.0-163.0","0"
"[{""page_index"":0,""viewing_time"":2526}]","2526","instructions","164","707767","0.0-164.0",""
"","6426","html-slider-response","165","714447","0.0-165.0","0"
"[{""page_index"":0,""viewing_time"":2666}]","2666","instructions","166","717367","0.0-166.0",""
"","3490","html-slider-response","167","721111","0.0-167.0","100"
"[{""page_index"":0,""viewing_time"":4954}]","4954","instructions","168","726318","0.0-168.0",""
"","4512","html-slider-response","169","731082","0.0-169.0","100"
"[{""page_index"":0,""viewing_time"":2615}]","2615","instructions","170","733951","0.0-170.0",""
"","2692","html-slider-response","171","736895","0.0-171.0","0"
"[{""page_index"":0,""viewing_time"":1977}]","1977","instructions","172","739126","0.0-172.0",""
"","2830","html-slider-response","173","742210","0.0-173.0","100"
"[{""page_index"":0,""viewing_time"":4997}]","4997","instructions","174","747462","0.0-174.0",""
"","2872","html-slider-response","175","750586","0.0-175.0","0"
"[{""page_index"":0,""viewing_time"":8301}]","8302","instructions","176","759142","0.0-176.0",""
"","2876","html-slider-response","177","762274","0.0-177.0","100"
"[{""page_index"":0,""viewing_time"":1100}]","1100","instructions","178","763630","0.0-178.0",""
"[{""page_index"":0,""viewing_time"":2706}]","2706","instructions","179","766589","0.0-179.0",""
"","3462","html-slider-response","180","770305","0.0-180.0","100"
"[{""page_index"":0,""viewing_time"":2840}]","2840","instructions","181","773397","0.0-181.0",""
"","3813","html-slider-response","182","777465","0.0-182.0","100"
"[{""page_index"":0,""viewing_time"":3177}]","3177","instructions","183","780893","0.0-183.0",""
"","2661","html-slider-response","184","783809","0.0-184.0","0"
"[{""page_index"":0,""viewing_time"":11333}]","11334","instructions","185","795397","0.0-185.0",""
"","2821","html-slider-response","186","798473","0.0-186.0","100"
"[{""page_index"":0,""viewing_time"":5245}]","5245","instructions","187","803972","0.0-187.0",""
"","2802","html-slider-response","188","807032","0.0-188.0","100"
"[{""page_index"":0,""viewing_time"":5832}]","5832","instructions","189","813116","0.0-189.0",""
"","2406","html-slider-response","190","815776","0.0-190.0","100"
"[{""page_index"":0,""viewing_time"":6702}]","6702","instructions","191","822732","0.0-191.0",""
"","3391","html-slider-response","192","826376","0.0-192.0","100"
"[{""page_index"":0,""viewing_time"":914}]","914","instructions","193","827542","0.0-193.0",""
"","3017","html-slider-response","194","830816","0.0-194.0","0"
"[{""page_index"":0,""viewing_time"":695}]","695","instructions","195","831763","0.0-195.0",""
"[{""page_index"":0,""viewing_time"":3455}]","3455","instructions","196","835475","0.0-196.0",""
"","3544","html-slider-response","197","839271","0.0-197.0","100"
"[{""page_index"":0,""viewing_time"":6529}]","6529","instructions","198","846051","0.0-198.0",""
"","2510","html-slider-response","199","848813","0.0-199.0","0"
"[{""page_index"":0,""viewing_time"":3089}]","3089","instructions","200","852155","0.0-200.0",""
"","4439","html-slider-response","201","856849","0.0-201.0","100"
"[{""page_index"":0,""viewing_time"":5034}]","5034","instructions","202","862138","0.0-202.0",""
"","3526","html-slider-response","203","865918","0.0-203.0","100"
"[{""page_index"":0,""viewing_time"":4565}]","4565","instructions","204","870738","0.0-204.0",""
"","2817","html-slider-response","205","873810","0.0-205.0","100"
"[{""page_index"":0,""viewing_time"":4914}]","4914","instructions","206","878978","0.0-206.0",""
"","2918","html-slider-response","207","882150","0.0-207.0","100"
"[{""page_index"":0,""viewing_time"":1007}]","1007","instructions","208","883410","0.0-208.0",""
"","3922","html-slider-response","209","887586","0.0-209.0","0"
"[{""page_index"":0,""viewing_time"":592}]","593","instructions","210","888434","0.0-210.0",""
"","2869","html-slider-response","211","891558","0.0-211.0","0"
"[{""page_index"":0,""viewing_time"":1622}]","1622","instructions","212","893434","0.0-212.0",""
"[{""page_index"":0,""viewing_time"":2417}]","2417","instructions","213","896106","0.0-213.0",""
"","4877","html-slider-response","214","901236","0.0-214.0","100"
"[{""page_index"":0,""viewing_time"":4711}]","4711","instructions","215","906201","0.0-215.0",""
"[{""page_index"":0,""viewing_time"":4315}]","4315","instructions","216","910769","0.0-216.0",""
"","2550","html-slider-response","217","913573","0.0-217.0","0"
"[{""page_index"":0,""viewing_time"":15575}]","15575","instructions","218","929400","0.0-218.0",""
"","3516","html-slider-response","219","933172","0.0-219.0","100"
"[{""page_index"":0,""viewing_time"":9560}]","9560","instructions","220","942984","0.0-220.0",""
"","2781","html-slider-response","221","946020","0.0-221.0","0"
"[{""page_index"":0,""viewing_time"":12461}]","12461","instructions","222","958736","0.0-222.0",""
"","2717","html-slider-response","223","961708","0.0-223.0","0"
"[{""page_index"":0,""viewing_time"":2165}]","2165","instructions","224","964127","0.0-224.0",""
"","4665","html-slider-response","225","969047","0.0-225.0","0"
"[{""page_index"":0,""viewing_time"":1154}]","1154","instructions","226","970456","0.0-226.0",""
"","2515","html-slider-response","227","973223","0.0-227.0","0"
"[{""page_index"":0,""viewing_time"":1339}]","1339","instructions","228","974815","0.0-228.0",""
"[{""page_index"":0,""viewing_time"":4252}]","4252","instructions","229","979319","0.0-229.0",""
"[{""page_index"":0,""viewing_time"":5159}]","5159","instructions","230","984729","0.0-230.0",""
"","3550","html-slider-response","231","988535","0.0-231.0","0"
"[{""page_index"":0,""viewing_time"":3164}]","3164","instructions","232","991951","0.0-232.0",""
"","2924","html-slider-response","233","995131","0.0-233.0","100"
"[{""page_index"":0,""viewing_time"":2830}]","2830","instructions","234","998214","0.0-234.0",""
"","5582","html-slider-response","235","1004050","0.0-235.0","100"
"[{""page_index"":0,""viewing_time"":1662}]","1662","instructions","236","1005966","0.0-236.0",""
"","3282","html-slider-response","237","1009502","0.0-237.0","0"
"[{""page_index"":0,""viewing_time"":7522}]","7522","instructions","238","1017278","0.0-238.0",""
"","2850","html-slider-response","239","1020382","0.0-239.0","0"
"[{""page_index"":0,""viewing_time"":2833}]","2834","instructions","240","1023470","0.0-240.0",""
"","2293","html-slider-response","241","1026018","0.0-241.0","0"
"[{""page_index"":0,""viewing_time"":1549}]","1549","instructions","242","1027821","0.0-242.0",""
"","2704","html-slider-response","243","1030778","0.0-243.0","100"
"[{""page_index"":0,""viewing_time"":889}]","889","instructions","244","1031920","0.0-244.0",""
